Licitacao,Relatorio,Orgao,Descricao,Objeto,Arquivo,Conteudo,Link,Status,Itens
78640489000153-1-000245/2025,78640489000153-1-000245-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11340/2025,AQUISIÇÃO DE TAMPA PARA COPO DESCARTÁVEL E COMPRIMIDO EFERVESCENTE PARA ATENDER O RESTAURANTE UNIVERSITÁRIO/UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA,tr_ct_426_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/245/arquivos/1,Ativo,"6801.50055-Pastilha/tablete de Cloro Orgânico Efervecente, USO: Rendimento unitário mínimo de 15 (quinze) litros de preparação à 100ppm, Completamente solúvel em água, Eficiente no processo de desinfecção de água, Utensílios, Frutas, Legumes e verduras, APRESENTAÇÃO: O produto deverá possuir registro no Ministério da Saúde, Para uso culinário, Validade mínima 24 meses, Cada embalagem deverá possuir informações sobre uso, Segurança e conservação e conter no máximo 1.000g do produto, As pastilhas/tablets não poderão possuir peso unitário superior a 25 gramas, UNID. DE MEDIDA: Unitário (R$ 2.294,00)"
78640489000153-1-000246/2025,78640489000153-1-000246-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11368/2025,AQUISIÇÃO DE TAMPA PARA COPO DESCARTÁVEL E COMPRIMIDO EFERVESCENTE PARA ATENDER O RESTAURANTE UNIVERSITÁRIO -UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA,tr_ct_426_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/246/arquivos/1,Ativo,"6801.50055-Pastilha/tablete de Cloro Orgânico Efervecente, USO: Rendimento unitário mínimo de 15 (quinze) litros de preparação à 100ppm, Completamente solúvel em água, Eficiente no processo de desinfecção de água, Utensílios, Frutas, Legumes e verduras, APRESENTAÇÃO: O produto deverá possuir registro no Ministério da Saúde, Para uso culinário, Validade mínima 24 meses, Cada embalagem deverá possuir informações sobre uso, Segurança e conservação e conter no máximo 1.000g do produto, As pastilhas/tablets não poderão possuir peso unitário superior a 25 gramas, UNID. DE MEDIDA: Unitário (R$ 3.348,00)"
78640489000153-1-000247/2025,78640489000153-1-000247-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11364/2025,AQUISIÇÃO DE TAMPA PARA COPO DESCARTÁVEL E COMPRIMIDO EFERVESCENTE PARA ATENDER O RESTAURANTE UNIVERSITÁRIO -UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA,tr_ct_426_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/247/arquivos/1,Ativo,"7303.75778-Tampa plástica, USO: Copo descartável de 100ml, EMBALAGEM: Pacote com 2000 unidades, UNID. DE MEDIDA: Unitário (R$ 14.150,00)"
78640489000153-1-000250/2025,78640489000153-1-000250-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11542/2025,"AQUISIÇÃO DE ÓLEO VEGETAL, SOJA, PARA ATENDER O RESTAURANTE UNIVERSITÁRIO E HOSPITAL UNIVERSITÁRIO DE LONDRINA",tr_dl_440_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/250/arquivos/1,Ativo,"8913.1648-Óleo vegetal, TIPO: Soja, refinado, INGREDIENTES: 100% óleo de soja, ASPECTO: Límpido e isento de impurezas, ODOR: Característico, SABOR: Característico, COR: Característica, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, substâncias estranhas a sua natureza e não conter glúten, EMBALAGEM: Lata hermeticamente fechada, PESO LÍQUIDO: 18 litros, UNID. DE MEDIDA: Unitário (R$ 16.218,00)"
78640489000153-1-000253/2025,78640489000153-1-000253-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 385/2025,"FORNECIMENTO PARCELADO DE ALHO FRESCO DESCASCADO, PARA ATENDER O RESTAURANTE UNIVERSITÁRIO-UEL E HOSPITAL UNIVERSITARIO DE LONDRINA.",EDPE409-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/253/arquivos/1,Ativo,"(L1) 8905.22738-Alho, TIPO: Descascado nacional, ASPECTO: In natura, fresco, APRESENTAÇÃO: Bulbilhos inteiros, firme, sem casca, fungos e indício de germinação, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma (R$ 76.930,76); (L2) 8905.22738-Alho, TIPO: Descascado nacional, ASPECTO: In natura, fresco, APRESENTAÇÃO: Bulbilhos inteiros, firme, sem casca, fungos e indício de germinação, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma (R$ 25.623,08)"
78640489000153-1-000254/2025,78640489000153-1-000254-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 384/2025,"contratação para o fornecimento parcelado de gêneros alimentícios diversos a - fórmula infantil de segmento, b - óleo de soja vegetal e c - pó para sobremesa tipo sorvete de diversos sabores, para o Hospital Universitário - HU-UEL e Restaurante Universitário - RU-UEL da Universidade Estadual de Londrina, pelo período de 12 doze meses.",EDPE413-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/254/arquivos/1,Ativo,"(L1) 8919.82090-Fórmula infantil de rotina / seguimento à base de proteína intacta, APRESENTAÇÃO: Em pó, para nutrição via oral e/ou via enteral, indicada para lactentes de seis à doze meses de vida, COMPOSIÇÃO: Carboidratos: 43% à 52% (70% à 100% lactose), Proteínas: 6% à 13% (30% à 70% proteína do soro do leite e 30% à 70% caseína), Lipídios: 40% à 49% (60% à 100% origem vegetal), Fibras: 0g à 6g/100g, CARACTERÍSTICAS ADICIONAIS: Isento de glúten, com adição de DHA e ARA, EMBALAGEM: Lata com 800g, UNID. DE MEDIDA: Unitário (R$ 20.995,00); (L2) 8907.86423-Sorvete em pó, SABOR: Diversos, EMBALAGEM: Pacote com 100g a 150g, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com o Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário (R$ 702,40)"
78640489000153-1-000256/2025,78640489000153-1-000256-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11538/2025,"AQUISIÇÃO DE ÓLEO VEGETAL, SOJA, PARA ATENDER O RESTAURANTE UNIVERSITÁRIO -UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA",tr_dl_440_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/256/arquivos/1,Ativo,"8913.1648-Óleo vegetal, TIPO: Soja, refinado, INGREDIENTES: 100% óleo de soja, ASPECTO: Límpido e isento de impurezas, ODOR: Característico, SABOR: Característico, COR: Característica, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, substâncias estranhas a sua natureza e não conter glúten, EMBALAGEM: Lata hermeticamente fechada, PESO LÍQUIDO: 18 litros, UNID. DE MEDIDA: Unitário (R$ 41.310,00)"
78640489000153-1-000268/2025,78640489000153-1-000268-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11836/2025,AQUISIÇÃO DE CARNES BOVINA E FILE DE PEITO DE FRANGO PARA ATENDER O RESTAURANTE UNIVERSITÁRIO -UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA,tr_dl_34_2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/268/arquivos/1,Ativo,"8901.2029-Carne, TIPO: Bovina, CORTE: Patinho, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, sem osso, cor vermelho brilhante, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Unitário (R$ 112.358,40); 8901.2048-Carne, TIPO: Bovina, CORTE: Coxão mole, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, sem osso, cor vermelho brilhante, odor e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer outros materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Unitário (R$ 68.362,20)"
78640489000153-1-000269/2025,78640489000153-1-000269-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11830/2025,AQUISIÇÃO DE CARNES BOVINA E FILE DE PEITO DE FRANGO PARA ATENDER O RESTAURANTE UNIVERSITÁRIO -UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA,tr_dl_34_2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/269/arquivos/1,Ativo,"8903.22928-Frango, CORTE: Peito, em filé, ASPECTO: In natura, CONSERVAÇÃO: Resfriado, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor próprios, sem osso, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, UNID. DE MEDIDA: Quilograma (R$ 124.992,00)"
78640489000153-1-000270/2025,78640489000153-1-000270-2025.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 11822/2025,AQUISIÇÃO DE CARNES BOVINA E FILE DE PEITO DE FRANGO PARA ATENDER O RESTAURANTE UNIVERSITÁRIO -UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA,tr_dl_34_2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2025/270/arquivos/1,Ativo,"8901.74185-Carne bovina, TIPO: Acém, CORTE: Em iscas, CONSERVAÇÃO: Congelado em IQF, APRESENTAÇÃO: Isento de pele, cartilagens, veias, aponevroses, tecidos viscerais, tendões, fragmentos de ossos e outros tecidos inferiores, não conter sal, corantes artificiais, aromatizantes artificiais, conservantes, molhos e condimentos, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, EMBALAGEM: Pacote de polietileno, atóxico, higienicamente adequado e devidamente vedado, UNID. DE MEDIDA: Quilograma (R$ 167.005,00); 8901.2029-Carne, TIPO: Bovina, CORTE: Patinho, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, sem osso, cor vermelho brilhante, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Unitário (R$ 75.152,00)"
78640489000153-1-000339/2024,78640489000153-1-000339-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 1275/2024,"CONTRATAÇÃO PARA O FORNECIMENTO PARCELADO DE CARNE DE FRANGO -SOBRECOXA E FILE DE PEITO FRANGO-, PARA ATENDER O RESTAURANTE UNIVERSITÁRIO - UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA - HU.",EDPE090-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/339/arquivos/1,Ativo,"(L1) 8903.22928-Frango, CORTE: Peito em filé, ASPECTO: In natura, CONSERVAÇÃO: Resfriado, APRESENTAÇÃO: Consistência firme, compacta, sem osso, com cor, cheiro e sabor próprios, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, UNID. DE MEDIDA: Quilograma (R$ 293.705,34); (L2) 8903.22928-Frango, CORTE: Peito em filé, ASPECTO: In natura, CONSERVAÇÃO: Resfriado, APRESENTAÇÃO: Consistência firme, compacta, sem osso, com cor, cheiro e sabor próprios, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, UNID. DE MEDIDA: Quilograma (R$ 97.891,53)"
78640489000153-1-000339/2024,78640489000153-1-000339-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 1275/2024,"CONTRATAÇÃO PARA O FORNECIMENTO PARCELADO DE CARNE DE FRANGO -SOBRECOXA E FILE DE PEITO FRANGO-, PARA ATENDER O RESTAURANTE UNIVERSITÁRIO - UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA - HU.",PE090-24AnexoI.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/339/arquivos/2,Ativo,"(L1) 8903.22928-Frango, CORTE: Peito em filé, ASPECTO: In natura, CONSERVAÇÃO: Resfriado, APRESENTAÇÃO: Consistência firme, compacta, sem osso, com cor, cheiro e sabor próprios, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, UNID. DE MEDIDA: Quilograma (R$ 293.705,34); (L2) 8903.22928-Frango, CORTE: Peito em filé, ASPECTO: In natura, CONSERVAÇÃO: Resfriado, APRESENTAÇÃO: Consistência firme, compacta, sem osso, com cor, cheiro e sabor próprios, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, UNID. DE MEDIDA: Quilograma (R$ 97.891,53)"
78640489000153-1-000347/2024,78640489000153-1-000347-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 1348/2024,"FORNECIMENTO PARCELADO DE GÊNEROS ALIMENTÍCIOS DIVERSOS -MACARRÃO, MASSA PARA LASANHA, BISCOITO , ENTRE OUTROS- PARA ATENDER O RESTAURANTE UNIVERSITÁRIO-UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA.",EDPE119-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/347/arquivos/1,Ativo,"(L1) 8915.1889-Biscoito, TIPO: Leite, CLASSIFICAÇÃO: Doce, APRESENTAÇÃO: FORMATO: Retangular, INGREDIENTES: Farinha de trigo enriquecida com ferro e ácido fólico (vitamina B9), açúcar, gordura vegetal, açúcar invertido, amido de milho, sal, estabilizante lecitina de soja, fermentos químicos bicarbonatos de amônio e sódio, acidulante e aromatizante, CARACTERÍSTICAS ADICIONAIS: Sem recheio, ausência de biscoitos queimados e quebradiços, isento de sujidades e substâncias estranhas a sua natureza, EMBALAGEM: Pacote plástico com 400g (variação de +/- 10%), UNID. DE MEDIDA: Unitário (R$ 27.069,00); (L2) 8915.7056-Biscoito, TIPO: Água e sal, CLASSIFICAÇÃO: Salgada, FORMATO: Quadrado, ASPECTO: Massa torrada, INGREDIENTES: Farinha de trigo enriquecida com ferro e ácido fólico (vitamina B9), gordura vegetal, açúcar, sal, açúcar invertido, amido, extrato de malte, fermento químico bicarbonato de sódio e estabilizante lecitina de soja, CARACTERÍSTICAS ADICIONAIS: Sem recheio, ausência de biscoitos queimados e quebradiços, Isento de sujidades e substâncias estranhas a sua natureza, EMBALAGEM: Pacote plástico, PESO LÍQUIDO: 400g, UNID. DE MEDIDA: Unitário (R$ 4.954,74)"
78640489000153-1-000384/2024,78640489000153-1-000384-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 1442/2024,FORNECIMENTO PARCELADO DE FILE DE PEIXE -TILÁPIA E MERLUZA- PARA ATENDER O RESTAURANTE UNIVERSITÁRIO-UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA.,EDPE108-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/384/arquivos/1,Ativo,"(L1) 8904.21105-Peixe, TIPO: Merluza, APRESENTAÇÃO: Filé, interfolhado, ASPECTO: In natura, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico transparente atóxico, UNID. DE MEDIDA: Quilograma (R$ 139.387,50); (L2) 8904.21105-Peixe, TIPO: Merluza, APRESENTAÇÃO: Filé, interfolhado, ASPECTO: In natura, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico transparente atóxico, UNID. DE MEDIDA: Quilograma (R$ 46.462,50)"
78640489000153-1-000398/2024,78640489000153-1-000398-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 39225/2024,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA CONSUMO NO HOSPITAL UNIVERSITÁRIO E RESTAURANTE UNIVERSITÁRIO/UEL,tr_dl_140_2024_p1.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/398/arquivos/1,Ativo,"8914.22769-Sal Iodado, TIPO: Refinado, EMBALAGEM: Sachê com 1g, UNID. DE MEDIDA: Unitário (R$ 231,92)"
78640489000153-1-000399/2024,78640489000153-1-000399-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Ato que autoriza a Contratação Direta nº 39224/2024,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA CONSUMO NO HOSPITAL UNIVERSITÁRIO E RESTAURANTE UNIVERSITÁRIO/UEL,tr_dl_140_2024_p1.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/399/arquivos/1,Ativo,"8907.1263-Molho de Soja (shoyu), TIPO: Tradicional , INGREDIENTES: Água, sal refinado, soja, milho, açúcar cristal, xarope de glicose, corante caramelo, conservador de sorbato de potássio, fermentação natural, FERMENTAÇÃO: 100% natural, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e substâncias estranhas a sua natureza. Não conter glúten, EMBALAGEM: Frasco plástico de no mínimo 900ml, UNID. DE MEDIDA: Unitário (R$ 4.548,00)"
78640489000153-1-000405/2024,78640489000153-1-000405-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 1478/2024,"FORNECIMENTO PARCELADO DE GÊNEROS ALIMENTÍCIOS DIVERSOS -ÁGUA MINERAL SEM GÁS, CACAU EM PÓ, ADOÇANTE, SAGU, ENTRE OUTROS- PARA ATENDER O CAMPUS-UEL, RESTAURANTE UNIVERSITÁRIO-UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA.",EDPE112-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/405/arquivos/1,Ativo,"(L1) 8910.1403-Achocolatado, ASPECTO: Pó solúvel instantâneo, SABOR: Chocolate, INGREDIENTES: Cacau, maltodextrina e/ou extrato de malte, açúcar, leite, minerais, vitaminas, emulsificante lecitina de soja, aromatizante, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer substâncias estranhas a sua natureza, EMBALAGEM: Saco de polietileno, PESO LÍQUIDO: 1kg, UNID. DE MEDIDA: Unitário (R$ 1.922,82); (L2) 8910.78752-Achocolatado, ASPECTO: Líquido, COMPOSIÇÃO: Enriquecido com ferro e ácido fólico, ODOR: Característico, SABOR: Característico, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer substâncias estranhas a sua natureza, EMBALAGEM: Caixa com 200ml, UNID. DE MEDIDA: Unitário (R$ 1.320,00)"
78640489000153-1-000407/2024,78640489000153-1-000407-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 1464/2024,"FORNECIMENTO PARCELADO DE CONDIMENTOS, TEMPEROS DIVERSOS. ENTRE OUTROS, PARA ATENDER O RESTAURANTE UNIVERSITÁRIO-UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA",EDPE110-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/407/arquivos/1,Ativo,"(L1) 8914.36421-Açafrão, ASPECTO: Pó, INGREDIENTES: Cúrcuma moída, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, mofo e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: 50g, UNID. DE MEDIDA: Unitário (R$ 107,52); (L2) 8914.36533-Tempero, Caldo, SABOR: Galinha, ASPECTO: Tablete, INGREDIENTES: Sal, Gordura Vegetal, Amido, Açúcar, Carne e Gordura de Galinha, Extrato de levedura, Salsa, Realçadores de sabor glutamato monossódico e inosinato de sódio e Demais substâncias permitidas, CARACTERÍSTICAS ADICIONAIS: Não conter gorduras trans, Isento de sujidades e substâncias estranhas a sua natureza, EMBALAGEM: Caixa com 57g de peso líquido, Contendo 6 unidades embaladas individualmente, VARIAÇÃO: Até 10% do peso líquido, UNID. DE MEDIDA: Unitário (R$ 1.886,82)"
78640489000153-1-000408/2024,78640489000153-1-000408-2024.md,UNIVERSIDADE ESTADUAL DE LONDRINA,Edital nº 1462/2024,FORNECIMENTO PARCELADO DE ALHO FRESCO DESCASCADO PARA ATENDER O RESTAURANTE UNIVERSITÁRIO-UEL E HOSPITAL UNIVERSITÁRIO DE LONDRINA,EDPE115-24COMPLETO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/78640489000153/compras/2024/408/arquivos/1,Ativo,"(L1) 8905.22738-Alho, TIPO: Descascado nacional, ASPECTO: In natura, fresco, APARÊNCIA: Bulbilhos, APRESENTAÇÃO: Inteiros, sem casca, firme, isento de fungos e sem indício de germinação, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Plástica, transparente e lacrada, UNID. DE MEDIDA: Quilograma (R$ 53.328,60)"
